Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
5,2022,Qtr 2,May,2,1755,996,Clothing,East,7020,2040
1,2022,Qtr 2,May,2,3513,2947,Clothing,South,3161.7,215
1,2022,Qtr 2,May,2,2624,1549,Grocery,North,2624,1075
7,2022,Qtr 2,May,2,2292,1331,Home,North,12033,2716
6,2022,Qtr 2,May,3,2379,1458,Beauty,South,14274,5526
8,2022,Qtr 2,May,3,820,420,Clothing,North,5576,2216
8,2022,Qtr 2,May,3,994,613,Clothing,South,6361.6,1458
7,2022,Qtr 2,May,3,1827,1066,Home,East,12149.55,4688
5,2022,Qtr 2,May,3,230,174,Home,South,862.5,-8
2,2022,Qtr 2,May,4,597,429,Beauty,North,955.2,97
6,2022,Qtr 2,May,4,1563,1053,Beauty,South,8909.1,2591
7,2022,Qtr 2,May,4,1214,677,Clothing,North,8073.1,3334
6,2022,Qtr 2,May,4,829,572,Electronics,South,3730.5,299
8,2022,Qtr 2,May,4,2365,1458,Grocery,North,15136,3472
12,2022,Qtr 2,May,4,1678,1267,Home,North,10738.5,2352
7,2022,Qtr 2,May,5,4814,3031,Clothing,South,25273.5,4057
7,2022,Qtr 2,May,5,3663,2646,Electronics,North,20512.8,1991
7,2022,Qtr 2,May,5,2069,1445,Electronics,South,5380.5,1495
5,2022,Qtr 2,May,5,2188,1204,Electronics,West,10393,4373
7,2022,Qtr 2,May,5,2144,1200,Grocery,North,13507.2,5107
5,2022,Qtr 2,May,5,200,130,Home,South,800,150
3,2022,Qtr 2,May,6,4219,2227,Electronics,South,10125.6,3445
6,2022,Qtr 2,May,6,2152,1734,Home,East,11620.8,1217
8,2022,Qtr 2,May,7,3609,2078,Clothing,North,27428.4,10804
8,2022,Qtr 2,May,7,4343,3098,Electronics,North,27795.2,3011
3,2022,Qtr 2,May,7,2839,2130,Electronics,South,7239.45,849
1,2022,Qtr 2,May,8,3537,2257,Electronics,South,2652.75,396
1,2022,Qtr 2,May,8,1977,1474,Electronics,West,1680.45,206
1,2022,Qtr 2,May,8,915,558,Grocery,South,869.25,311
7,2022,Qtr 2,May,8,4634,3734,Home,South,30816.1,4678
6,2022,Qtr 2,May,9,6404,3956,Beauty,South,15947.1,3797
6,2022,Qtr 2,May,9,4594,2643,Electronics,South,22051.2,6193
8,2022,Qtr 2,May,9,2012,1297,Home,North,10443.2,3794
5,2022,Qtr 2,May,9,2531,1325,Home,West,10756.75,4132
8,2022,Qtr 2,May,10,885,589,Beauty,North,6372,1660
9,2022,Qtr 2,May,10,5853,3453,Grocery,South,25520.4,7742
3,2022,Qtr 2,May,11,2231,1552,Electronics,East,5689.05,1033
1,2022,Qtr 2,May,12,4766,3178,Beauty,North,4051.1,873
3,2022,Qtr 2,May,12,602,357,Beauty,West,1444.8,374
12,2022,Qtr 2,May,12,4579,3125,Electronics,North,20803.199999999997,4043
11,2022,Qtr 2,May,12,4471,3007,Grocery,West,20140.5,3593
2,2022,Qtr 2,May,12,1662,1377,Home,East,2659.2,-95
2,2022,Qtr 2,May,12,1721,1380,Home,North,2581.5,-179
2,2022,Qtr 2,May,13,4879,3881,Electronics,North,8782.2,1020
3,2022,Qtr 2,May,13,4010,3319,Electronics,South,9624,-333
4,2022,Qtr 2,May,13,4808,2940,Grocery,East,15385.6,3626
1,2022,Qtr 2,May,13,3588,2345,Home,South,3049.8,705
7,2022,Qtr 2,May,14,1476,981,Beauty,South,7749,882
4,2022,Qtr 2,May,14,2259,1605,Clothing,North,8132.4,1712
2,2022,Qtr 2,May,15,4811,3689,Electronics,East,9622,2244
8,2022,Qtr 2,May,15,4729,2584,Home,West,34048.8,13377
4,2022,Qtr 2,May,16,5714,4045,Beauty,South,9826.6,1737
4,2022,Qtr 2,May,16,4071,3054,Clothing,East,13841.4,1625
1,2022,Qtr 2,May,16,1430,773,Electronics,West,1072.5,300
2,2022,Qtr 2,May,16,4384,2654,Grocery,South,6576,1268
5,2022,Qtr 2,May,17,1141,850,Clothing,East,4278.75,29
8,2022,Qtr 2,May,17,2664,2203,Clothing,West,18115.2,491
1,2022,Qtr 2,May,17,3512,2679,Electronics,West,3512,833
6,2022,Qtr 2,May,17,1789,1202,Home,East,10197.3,2985
17,2022,Qtr 2,May,18,9295,6839,Clothing,East,43518.95,3198
5,2022,Qtr 2,May,18,5354,3704,Clothing,North,13337.8,2539
12,2022,Qtr 2,May,18,3545,2355,Clothing,South,16628.8,3849
8,2022,Qtr 2,May,18,7552,4918,Electronics,East,28622.6,9767
2,2022,Qtr 2,May,18,3194,2037,Electronics,North,5749.2,1675
1,2022,Qtr 2,May,18,1313,1078,Home,North,1247.35,169
8,2022,Qtr 2,May,19,4736,2986,Clothing,East,37888,14000
8,2022,Qtr 2,May,20,1200,1008,Beauty,East,9600,1536
3,2022,Qtr 2,May,20,1876,1108,Beauty,South,5346.6,2023
4,2022,Qtr 2,May,20,2809,1763,Beauty,West,8988.8,1937
1,2022,Qtr 2,May,20,104,72,Electronics,South,83.2,11
3,2022,Qtr 2,May,22,4577,2894,Grocery,West,13044.45,4362
7,2022,Qtr 2,May,23,1381,1080,Electronics,South,8700.3,1140
1,2022,Qtr 2,May,23,3856,2161,Grocery,North,3084.8,924
1,2022,Qtr 2,May,23,665,486,Grocery,South,631.75,146
7,2022,Qtr 2,May,23,2502,1922,Home,South,14886.9,1433
1,2022,Qtr 2,May,24,3073,2547,Electronics,West,2458.4,-89
8,2022,Qtr 2,May,24,1671,947,Home,South,12031.2,4455
2,2022,Qtr 2,May,24,2576,1674,Home,West,4121.6,774
4,2022,Qtr 2,May,25,59,43,Grocery,South,236,64
5,2022,Qtr 2,May,25,1736,1469,Grocery,West,8246,901
5,2022,Qtr 2,May,26,2147,1318,Home,West,10735,4145
5,2022,Qtr 2,May,27,699,541,Beauty,South,3495,790
2,2022,Qtr 2,May,27,730,581,Grocery,West,1314,152
5,2022,Qtr 2,May,27,4489,2506,Home,North,16833.75,4304
3,2022,Qtr 2,May,28,3295,1757,Clothing,South,9390.75,4120
4,2022,Qtr 2,May,28,2059,1074,Electronics,East,7412.4,3116
7,2022,Qtr 2,May,28,2404,1606,Grocery,West,16828,5586
1,2022,Qtr 2,May,29,818,656,Beauty,North,695.3,39
8,2022,Qtr 2,May,29,1296,774,Beauty,West,8294.4,2102
2,2022,Qtr 2,May,30,2809,1986,Electronics,South,5056.2,1084
5,2022,Qtr 2,May,31,3766,2681,Beauty,North,15064,1659
3,2022,Qtr 2,May,31,2497,2038,Beauty,South,7491,1377
8,2022,Qtr 2,May,31,6864,4653,Clothing,South,26152.5,5378
6,2022,Qtr 2,May,31,3482,2479,Home,West,20892,6018
8,2022,Qtr 2,June,1,1616,1354,Clothing,North,9696,-1136
2,2022,Qtr 2,June,2,3338,2026,Beauty,East,5674.6,1623
4,2022,Qtr 2,June,2,2070,1572,Beauty,North,7038,750
7,2022,Qtr 2,June,2,531,325,Grocery,West,3717,1442
3,2022,Qtr 2,June,2,2289,1886,Home,North,5493.6,-164
1,2022,Qtr 2,June,3,3196,2076,Clothing,West,3196,1120
3,2022,Qtr 2,June,3,4350,3087,Electronics,South,10440,1179
8,2022,Qtr 2,June,3,58,31,Electronics,West,371.2,123
8,2022,Qtr 2,June,3,2619,2165,Grocery,East,19904.4,2584
5,2022,Qtr 2,June,3,3594,2321,Grocery,South,16173,4568
4,2022,Qtr 2,June,4,1040,805,Beauty,West,3328,108
3,2022,Qtr 2,June,4,1666,993,Clothing,West,4248.3,1269
3,2022,Qtr 2,June,4,3028,2061,Home,East,8629.8,2447
4,2022,Qtr 2,June,4,648,421,Home,North,1944,260
7,2022,Qtr 2,June,5,594,410,Clothing,North,3534.3,664
5,2022,Qtr 2,June,6,3405,1753,Electronics,North,15322.5,6558
2,2022,Qtr 2,June,6,1844,1262,Electronics,South,3134.8,611
2,2022,Qtr 2,June,6,2616,1742,Home,North,3924,440
7,2022,Qtr 2,June,7,4576,3671,Clothing,North,24024,-1673
1,2022,Qtr 2,June,7,2451,2057,Electronics,South,2083.35,26
4,2022,Qtr 2,June,7,3817,2285,Electronics,West,15268,6128
3,2022,Qtr 2,June,7,692,526,Home,East,1660.8,83
7,2022,Qtr 2,June,7,4638,3827,Home,South,6565,1423
2,2022,Qtr 2,June,8,3971,2207,Beauty,South,6353.6,1940
5,2022,Qtr 2,June,8,3425,2421,Clothing,North,14556.25,2451
7,2022,Qtr 2,June,8,4667,2772,Clothing,South,24501.75,5098
7,2022,Qtr 2,June,8,2754,2121,Electronics,North,15422.4,575
4,2022,Qtr 2,June,8,1220,940,Grocery,South,4148,388
4,2022,Qtr 2,June,9,2592,1446,Beauty,East,8294.4,2510
8,2022,Qtr 2,June,9,3350,1930,Beauty,South,25460,10020
6,2022,Qtr 2,June,9,4378,3164,Clothing,North,26268,7284
2,2022,Qtr 2,June,10,4657,2982,Beauty,North,7451.2,1487
8,2022,Qtr 2,June,10,3878,2150,Clothing,North,31024,13824
5,2022,Qtr 2,June,10,1512,915,Grocery,East,7560,2985
7,2022,Qtr 2,June,10,634,352,Grocery,North,4438,1974
5,2022,Qtr 2,June,10,3174,1899,Grocery,West,15870,6375
12,2022,Qtr 2,June,11,4568,2753,Beauty,South,25835.6,8383
4,2022,Qtr 2,June,11,2574,1305,Electronics,East,9781.2,4561
5,2022,Qtr 2,June,11,4372,2833,Electronics,South,17488,3323
11,2022,Qtr 2,June,12,2749,1951,Clothing,East,13157.5,2454
1,2022,Qtr 2,June,12,4685,3133,Home,East,4216.5,1084
5,2022,Qtr 2,June,13,4318,3364,Clothing,South,17272,452
3,2022,Qtr 2,June,13,1024,613,Electronics,South,2764.8,926
7,2022,Qtr 2,June,13,1326,672,Home,North,7889.7,3186
5,2022,Qtr 2,June,14,3175,1723,Grocery,West,15875,7260
2,2022,Qtr 2,June,14,4779,3340,Home,West,9558,2878
4,2022,Qtr 2,June,15,4573,3539,Grocery,North,18292,4136
4,2022,Qtr 2,June,15,4919,2894,Grocery,South,14757,3181
6,2022,Qtr 2,June,15,3481,2627,Grocery,West,17753.1,1991
4,2022,Qtr 2,June,16,3295,2095,Home,West,13180,4800
1,2022,Qtr 2,June,17,2918,1717,Home,North,2334.4,617
8,2022,Qtr 2,June,18,1176,943,Clothing,East,7056,-488
3,2022,Qtr 2,June,18,4024,2419,Clothing,South,9657.6,2401
4,2022,Qtr 2,June,18,402,317,Clothing,West,1447.2,179
7,2022,Qtr 2,June,18,4198,2272,Electronics,South,22039.5,6136
6,2022,Qtr 2,June,18,3186,2027,Grocery,South,18160.2,5998
5,2022,Qtr 2,June,19,3321,2784,Beauty,North,13284,-636
3,2022,Qtr 2,June,19,3986,2430,Beauty,West,10164.3,2874
5,2022,Qtr 2,June,19,381,258,Electronics,South,1428.75,139
3,2022,Qtr 2,June,19,1293,740,Electronics,West,3879,1659
4,2022,Qtr 2,June,20,1566,1192,Beauty,North,6264,1496
3,2022,Qtr 2,June,20,3354,2819,Electronics,East,9055.8,599
2,2022,Qtr 2,June,20,4046,2882,Electronics,West,6473.6,710
5,2022,Qtr 2,June,20,939,517,Grocery,East,4225.5,1641
15,2022,Qtr 2,June,21,5077,3174,Grocery,South,24100.25,8230
8,2022,Qtr 2,June,22,500,339,Beauty,South,4000,1288
3,2022,Qtr 2,June,23,802,493,Beauty,East,2406,927
3,2022,Qtr 2,June,23,2342,1293,Beauty,South,6674.7,2796
5,2022,Qtr 2,June,23,1217,746,Electronics,North,5780.75,2051
1,2022,Qtr 2,June,23,969,812,Grocery,West,823.65,12
1,2022,Qtr 2,June,23,1044,735,Home,North,783,48
7,2022,Qtr 2,June,23,2542,1592,Home,South,16904.3,5760
5,2022,Qtr 2,June,24,1279,724,Beauty,South,6395,2775
8,2022,Qtr 2,June,24,1843,1434,Clothing,South,14744,3272
2,2022,Qtr 2,June,24,1971,1349,Electronics,North,2956.5,259
7,2022,Qtr 2,June,24,975,647,Electronics,West,5460,931
5,2022,Qtr 2,June,25,151,91,Beauty,West,755,300
1,2022,Qtr 2,June,25,4963,3456,Clothing,West,3970.4,514
5,2022,Qtr 2,June,25,648,450,Grocery,West,3240,990
7,2022,Qtr 2,June,25,1061,897,Home,South,6312.95,34
4,2022,Qtr 2,June,26,2518,1844,Clothing,South,8057.6,682
5,2022,Qtr 2,June,27,2383,1355,Beauty,West,9532,2757
4,2022,Qtr 2,June,27,2777,2060,Clothing,East,8886.4,646
2,2022,Qtr 2,June,27,1942,1617,Clothing,North,3495.6,262
2,2022,Qtr 2,June,27,4770,3012,Home,West,7155,1131
7,2022,Qtr 2,June,28,3733,3165,Beauty,South,26131,3976
4,2022,Qtr 2,June,28,1805,1387,Beauty,West,5776,228
3,2022,Qtr 2,June,28,1742,1362,Clothing,South,4964.7,879
2,2022,Qtr 2,June,28,4088,2411,Electronics,North,6949.6,2128
3,2022,Qtr 2,June,28,3342,1929,Electronics,South,10026,4239
4,2022,Qtr 2,June,28,4188,2649,Grocery,South,13401.6,2806
8,2022,Qtr 2,June,28,2760,1482,Home,West,16560,4704
4,2022,Qtr 2,June,29,1511,866,Grocery,North,6044,2580
8,2022,Qtr 2,June,29,4307,3105,Grocery,West,25842,1002
2,2022,Qtr 2,June,29,3929,2388,Home,South,7858,3082
2,2022,Qtr 2,June,30,3014,2042,Beauty,North,4822.4,738
1,2022,Qtr 2,June,30,4727,3585,Beauty,South,4254.3,669
3,2022,Qtr 2,June,30,3216,2461,Clothing,South,7236,-147
6,2022,Qtr 2,June,30,3033,1596,Clothing,West,14558.4,4982
1,2022,Qtr 2,June,30,4935,3298,Electronics,West,4935,1637
6,2022,Qtr 2,June,30,1865,1441,Grocery,East,10071,1425
4,2022,Qtr 2,June,30,369,192,Home,East,1402.2,634
2,2022,Qtr 3,July,1,2443,1724,Clothing,South,3908.8,461
3,2022,Qtr 3,July,1,2257,1308,Grocery,East,5416.8,1493
6,2022,Qtr 3,July,1,4658,3616,Grocery,South,22358.4,662
7,2022,Qtr 3,July,2,934,536,Beauty,East,6211.1,2459
1,2022,Qtr 3,July,2,3221,2658,Clothing,West,2415.75,-242
2,2022,Qtr 3,July,2,4611,2714,Electronics,East,9222,3794
1,2022,Qtr 3,July,3,2547,2153,Beauty,North,2419.65,267
8,2022,Qtr 3,July,3,1475,907,Electronics,South,10620,3364
6,2022,Qtr 3,July,3,1130,704,Grocery,South,5763,1539
1,2022,Qtr 3,July,4,2188,1405,Beauty,East,2078.6,674
1,2022,Qtr 3,July,4,4092,2951,Clothing,East,4092,1141
1,2022,Qtr 3,July,4,701,484,Home,West,560.8,77
1,2022,Qtr 3,July,5,4232,3592,Beauty,East,3385.6,-206
4,2022,Qtr 3,July,5,4840,3382,Grocery,South,16456,2928
4,2022,Qtr 3,July,7,2422,1919,Clothing,West,7266,-410
7,2022,Qtr 3,July,7,712,575,Grocery,South,3738,-287
4,2022,Qtr 3,July,7,186,149,Home,East,558,-38
5,2022,Qtr 3,July,8,1466,1085,Beauty,South,6963.5,1539
6,2022,Qtr 3,July,8,2853,1804,Clothing,North,14550.3,3726
8,2022,Qtr 3,July,8,1618,833,Home,South,10355.2,3691
6,2022,Qtr 3,July,9,570,429,Clothing,South,2565,-9
7,2022,Qtr 3,July,9,4644,2503,Electronics,North,32508,14987
8,2022,Qtr 3,July,9,2237,1216,Home,East,13422,3694
7,2022,Qtr 3,July,10,459,297,Beauty,South,2409.75,331
2,2022,Qtr 3,July,10,3920,2070,Clothing,East,6272,2132
4,2022,Qtr 3,July,10,217,129,Clothing,South,694.4,178
3,2022,Qtr 3,July,10,2216,1295,Electronics,East,4986,1101
3,2022,Qtr 3,July,10,3427,2071,Grocery,South,7710.75,1498
7,2022,Qtr 3,July,11,9189,6195,Beauty,South,32614,7374
5,2022,Qtr 3,July,11,3264,1686,Electronics,South,16320,7890
7,2022,Qtr 3,July,11,3617,2963,Grocery,South,25319,4578
1,2022,Qtr 3,July,11,2590,2097,Home,South,2460.5,364
7,2022,Qtr 3,July,12,724,552,Beauty,South,4054.3999999999996,190
2,2022,Qtr 3,July,12,4311,3196,Electronics,South,6466.5,75
2,2022,Qtr 3,July,12,514,273,Electronics,West,822.4,276
5,2022,Qtr 3,July,12,168,136,Grocery,West,840,160
1,2022,Qtr 3,July,13,908,736,Electronics,South,817.2,81
12,2022,Qtr 3,July,13,3528,2595,Home,East,18406.8,2837
5,2022,Qtr 3,July,13,709,358,Home,West,2836,1046
4,2022,Qtr 3,July,14,3010,1591,Clothing,North,11438,5074
8,2022,Qtr 3,July,14,679,341,Electronics,West,4617.2,1889
7,2022,Qtr 3,July,14,4014,3170,Grocery,East,26693.1,4503
3,2022,Qtr 3,July,14,650,381,Grocery,South,1560,417
4,2022,Qtr 3,July,15,532,312,Grocery,South,1808.8,561
9,2022,Qtr 3,July,16,2850,2025,Electronics,West,10530,1237
1,2022,Qtr 3,July,16,4070,3297,Grocery,South,3866.5,570
6,2022,Qtr 3,July,16,740,393,Home,East,3774,1416
11,2022,Qtr 3,July,17,4976,3134,Clothing,South,26111.7,9470
1,2022,Qtr 3,July,17,3169,2461,Grocery,West,3169,708
4,2022,Qtr 3,July,18,2271,1853,Clothing,East,8629.8,1218
2,2022,Qtr 3,July,18,4348,3049,Electronics,East,6522,424
6,2022,Qtr 3,July,18,4485,2989,Electronics,South,22873.5,4940
6,2022,Qtr 3,July,18,1833,1494,Home,North,9348.3,384
7,2022,Qtr 3,July,19,3720,2870,Beauty,South,22134,2044
7,2022,Qtr 3,July,19,3338,1958,Clothing,East,17524.5,3819
4,2022,Qtr 3,July,19,1615,1133,Electronics,North,4845,313
7,2022,Qtr 3,July,20,3288,1669,Beauty,West,17262,5579
6,2022,Qtr 3,July,20,2377,1479,Electronics,South,11409.6,2536
7,2022,Qtr 3,July,21,3886,3008,Electronics,West,23121.7,2066
6,2022,Qtr 3,July,21,5603,2989,Grocery,North,15433.6,5125
3,2022,Qtr 3,July,22,2535,1861,Beauty,North,6464.25,881
11,2022,Qtr 3,July,22,5906,4651,Beauty,West,40028,8485
6,2022,Qtr 3,July,22,4682,3051,Clothing,East,28092,9786
1,2022,Qtr 3,July,22,3126,2338,Clothing,West,2500.8,163
2,2022,Qtr 3,July,22,1437,973,Grocery,South,2299.2,353
2,2022,Qtr 3,July,23,1332,856,Home,South,2664,952
6,2022,Qtr 3,July,23,1052,645,Home,West,5049.6,1180
8,2022,Qtr 3,July,24,4607,2568,Electronics,North,27642,7098
3,2022,Qtr 3,July,24,4274,3014,Electronics,South,12822,3780
7,2022,Qtr 3,July,24,2113,1132,Grocery,South,12572.35,4648
6,2022,Qtr 3,July,24,227,145,Home,South,1225.8,356
8,2022,Qtr 3,July,25,1194,791,Clothing,North,8596.8,2269
7,2022,Qtr 3,July,25,1432,1123,Electronics,West,8019.2,158
11,2022,Qtr 3,July,25,4366,2505,Grocery,South,14969.699999999999,5215
3,2022,Qtr 3,July,26,2763,2098,Beauty,North,7460.1,1166
2,2022,Qtr 3,July,26,3425,2721,Clothing,North,6165,723
6,2022,Qtr 3,July,26,1349,1065,Clothing,South,7689.3,1299
1,2022,Qtr 3,July,26,4401,2607,Grocery,North,4180.95,1574
8,2022,Qtr 3,July,27,2353,1874,Clothing,West,14118,-874
3,2022,Qtr 3,July,27,2910,1884,Electronics,North,8293.5,2642
7,2022,Qtr 3,July,27,1258,734,Home,South,6604.5,1467
3,2022,Qtr 3,July,29,4482,3626,Beauty,North,12773.7,1896
8,2022,Qtr 3,July,29,413,211,Beauty,West,2808.4,1120
4,2022,Qtr 3,July,29,227,146,Clothing,North,726.4,142
5,2022,Qtr 3,July,29,434,275,Grocery,East,1844.5,470
4,2022,Qtr 3,July,29,326,248,Home,East,1173.6,182
5,2022,Qtr 3,July,29,2219,1611,Home,South,10540.25,2485
8,2022,Qtr 3,July,30,4463,2841,Clothing,South,13558.45,3685
8,2022,Qtr 3,July,30,2002,1148,Electronics,South,14414.4,5230
4,2022,Qtr 3,July,30,1664,1299,Home,South,6656,1460
4,2022,Qtr 3,July,31,4355,3260,Clothing,East,13065,25
1,2022,Qtr 3,July,31,2486,2067,Clothing,West,2486,419
3,2022,Qtr 3,July,31,3828,3107,Grocery,North,11484,2163
5,2022,Qtr 3,July,31,3484,2589,Grocery,West,13936,991
8,2022,Qtr 3,August,1,1550,957,Grocery,South,10540,2884
6,2022,Qtr 3,August,1,2459,1922,Home,East,12540.9,1009
8,2022,Qtr 3,August,1,1085,742,Home,North,8246,2310
7,2022,Qtr 3,August,2,3798,2667,Beauty,South,26586,7917
8,2022,Qtr 3,August,2,163,110,Electronics,East,1043.2,163
7,2022,Qtr 3,August,3,2119,1258,Beauty,South,14091.35,5285
6,2022,Qtr 3,August,3,1884,1575,Electronics,East,10738.8,1289
8,2022,Qtr 3,August,3,3787,2709,Grocery,West,27266.4,5594
2,2022,Qtr 3,August,3,4364,2959,Home,East,7855.2,1937
6,2022,Qtr 3,August,4,4921,3132,Clothing,East,26573.4,7781
6,2022,Qtr 3,August,4,314,263,Electronics,East,1601.4,23
2,2022,Qtr 3,August,4,794,669,Home,West,1429.2,91
4,2022,Qtr 3,August,5,3251,2345,Electronics,East,9753,373
6,2022,Qtr 3,August,5,4255,2134,Electronics,West,22977,10173
8,2022,Qtr 3,August,6,1644,879,Clothing,South,11836.8,4805
8,2022,Qtr 3,August,6,3588,2950,Electronics,North,21528,-2072
6,2022,Qtr 3,August,6,651,397,Grocery,South,3320.1,938
7,2022,Qtr 3,August,7,4039,2415,Clothing,South,26859.35,9954
1,2022,Qtr 3,August,7,1932,1567,Electronics,South,1545.6,-21
4,2022,Qtr 3,August,7,2255,1898,Home,East,9020,1428
5,2022,Qtr 3,August,8,2067,1589,Electronics,North,8784.75,840
8,2022,Qtr 3,August,8,1480,1235,Grocery,North,9472,-408
10,2022,Qtr 3,August,8,5487,3398,Grocery,South,21822,7988
8,2022,Qtr 3,August,8,2285,1789,Home,North,17366,3054
1,2022,Qtr 3,August,8,2886,1827,Home,West,2741.7,915
1,2022,Qtr 3,August,9,716,414,Beauty,East,680.2,266
3,2022,Qtr 3,August,9,1552,1192,Beauty,South,3492,-84
1,2022,Qtr 3,August,10,647,458,Beauty,South,517.6,60
6,2022,Qtr 3,August,10,683,354,Electronics,East,3278.4,1154
3,2022,Qtr 3,August,10,2434,1307,Home,East,5476.5,1556
8,2022,Qtr 3,August,11,269,153,Electronics,South,2044.4,820
8,2022,Qtr 3,August,11,3636,2235,Grocery,West,27633.6,9754
7,2022,Qtr 3,August,12,917,490,Beauty,North,6419,2989
2,2022,Qtr 3,August,12,4699,3453,Clothing,South,7988.3,1082
1,2022,Qtr 3,August,12,588,471,Electronics,East,499.8,29
1,2022,Qtr 3,August,12,4674,3497,Electronics,South,3505.5,9
5,2022,Qtr 3,August,12,521,340,Grocery,North,2344.5,645
4,2022,Qtr 3,August,13,1147,754,Beauty,West,4588,1572
2,2022,Qtr 3,August,13,1602,966,Grocery,East,3204,1272
4,2022,Qtr 3,August,13,1658,1170,Home,South,4974,294
1,2022,Qtr 3,August,13,988,799,Home,West,741,-58
1,2022,Qtr 3,August,14,2400,2016,Clothing,East,2160,144
6,2022,Qtr 3,August,14,1909,1047,Clothing,South,11454,5172
7,2022,Qtr 3,August,14,2036,1607,Electronics,North,13539.4,2290
2,2022,Qtr 3,August,14,531,393,Grocery,North,849.6,64
4,2022,Qtr 3,August,15,4774,3877,Beauty,East,19096,3588
4,2022,Qtr 3,August,15,1148,737,Electronics,South,4132.8,1185
1,2022,Qtr 3,August,15,4343,3185,Grocery,South,3908.7,724
4,2022,Qtr 3,August,16,3156,1658,Beauty,North,12624,5992
1,2022,Qtr 3,August,16,88,73,Beauty,West,83.6,11
7,2022,Qtr 3,August,16,1592,887,Electronics,North,8915.2,2706
1,2022,Qtr 3,August,16,3478,1775,Grocery,North,3130.2,1355
8,2022,Qtr 3,August,16,1038,590,Grocery,South,6643.2,1923
4,2022,Qtr 3,August,16,453,324,Home,South,1449.6,154
5,2022,Qtr 3,August,17,4992,4158,Beauty,South,22464,1674
1,2022,Qtr 3,August,17,1516,1017,Electronics,South,1137,120
4,2022,Qtr 3,August,18,4963,3824,Beauty,East,19852,4556
7,2022,Qtr 3,August,18,277,145,Electronics,East,1648.15,633
8,2022,Qtr 3,August,18,2672,2228,Grocery,East,20307.2,2483
2,2022,Qtr 3,August,20,4992,4007,Beauty,South,7987.2,-27
1,2022,Qtr 3,August,20,879,524,Clothing,South,835.05,311
8,2022,Qtr 3,August,20,3050,1760,Clothing,West,24400,10320
4,2022,Qtr 3,August,20,966,661,Electronics,East,1197.45,186
4,2022,Qtr 3,August,20,3688,2871,Electronics,South,12539.2,1055
5,2022,Qtr 3,August,21,3034,2542,Clothing,South,13653,943
7,2022,Qtr 3,August,21,2384,1766,Electronics,South,12516,154
7,2022,Qtr 3,August,21,451,297,Grocery,East,2999.15,920
8,2022,Qtr 3,August,21,1446,1019,Grocery,North,11568,3416
8,2022,Qtr 3,August,21,298,187,Grocery,South,2026.4,530
6,2022,Qtr 3,August,21,2497,1431,Grocery,West,12734.7,4149
8,2022,Qtr 3,August,21,837,449,Home,South,5022,1430
5,2022,Qtr 3,August,21,1627,1106,Home,West,7321.5,1792
7,2022,Qtr 3,August,22,4107,3293,Electronics,South,28749,5698
3,2022,Qtr 3,August,22,2684,2059,Grocery,South,7649.4,1472
5,2022,Qtr 3,August,22,747,404,Home,South,3548.25,1528
5,2022,Qtr 3,August,23,876,582,Clothing,East,3942,1032
7,2022,Qtr 3,August,23,3057,1860,Electronics,South,18189.15,5169
12,2022,Qtr 3,August,23,3498,1922,Grocery,South,15633,6317
3,2022,Qtr 3,August,23,221,125,Home,South,530.4,155
1,2022,Qtr 3,August,24,3604,2919,Electronics,South,3604,685
9,2022,Qtr 3,August,24,5141,3399,Home,North,28698.9,3691
12,2022,Qtr 3,August,25,5277,3083,Electronics,South,33250.55,12318
1,2022,Qtr 3,August,26,2995,2219,Beauty,East,2545.75,327
8,2022,Qtr 3,August,26,2181,1574,Beauty,South,13958.4,1366
6,2022,Qtr 3,August,26,4133,2705,Electronics,South,18598.5,2369
7,2022,Qtr 3,August,26,7029,3943,Home,West,20668.6,6865
14,2022,Qtr 3,August,27,4625,2990,Electronics,North,31026,10240
6,2022,Qtr 3,August,28,1932,989,Beauty,East,9853.2,3919
5,2022,Qtr 3,August,28,4663,2619,Beauty,South,17486.25,4391
4,2022,Qtr 3,August,28,4829,2789,Electronics,East,15452.8,4297
1,2022,Qtr 3,August,28,2530,1411,Electronics,North,2530,1119
3,2022,Qtr 3,August,29,961,790,Clothing,South,2738.85,369
7,2022,Qtr 3,August,29,4017,2389,Home,East,21089.25,4366
6,2022,Qtr 3,August,29,999,537,Home,South,5694.3,2472
6,2022,Qtr 3,August,30,3800,2572,Clothing,West,17100,1668
2,2022,Qtr 3,August,30,4114,2792,Grocery,South,6993.8,1410
7,2022,Qtr 3,August,31,3822,2423,Beauty,East,26754,9793
4,2022,Qtr 3,August,31,3818,2668,Beauty,South,13744.8,3073
4,2022,Qtr 3,August,31,3132,2252,Beauty,West,11275.2,2267
1,2022,Qtr 3,August,31,342,277,Clothing,North,342,65
7,2022,Qtr 3,August,31,1280,947,Grocery,West,6720,91
3,2022,Qtr 3,September,1,2034,1107,Electronics,South,5796.9,2476
1,2022,Qtr 3,September,2,655,523,Clothing,South,556.75,34
6,2022,Qtr 3,September,2,345,220,Grocery,East,1656,336
1,2022,Qtr 3,September,2,4609,3865,Home,North,4378.55,514
